filename,filesize,e_magic,e_lfanew,Machine,NumberOfSections,TimeDateStamp,Characteristics,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MajorSubsystemVersion,Subsystem,SizeOfImage,SizeOfHeaders,CheckSum,NumberOfRvaAndSizes,sections_mean_entropy,sections_min_entropy,sections_max_entropy,sections_mean_size,imports,imported_functions,label
67ac04c1b7526288194e53da33cc0e9661687fd4fbbf12156e5ef6dd2a4108eb.exe,302080,23117,240,332,3,1698257213,259,18850,4194304,4096,512,5,5,2,327680,1024,338323,16,4.804884822712065,0.9770416705749106,7.78916692221333,100352.0,1,98,1
8022060ef633e157518037122a6003813cc0a3066d456a1164275a211efc8f5c.exe,565760,23117,224,332,3,1662236140,259,36039,4194304,4096,512,5,5,2,3194880,1024,627646,16,6.25549917677247,4.375106282934145,7.988194406871897,188245.33333333334,2,120,1
9a007e70a934bc617f93d4c2ea08f2b7c6238562529bc90d89c990bd7d2983c4.exe,1019904,23117,120,34404,12,1745244509,34,486584,5368709120,4096,512,6,6,2,1052672,2048,0,16,4.910355494924675,0.020393135236084953,7.9988401113508205,84821.33333333333,1,93,1
ca57455fd148754bf443a2c8b06dc2a295f014b071e3990dd99916250d21bc75.exe,559104,23117,128,332,3,1582180046,258,564678,4194304,8192,512,4,4,2,581632,512,0,16,2.744892688564995,0.10191042566270775,4.06875072400445,186197.33333333334,1,1,1
ed4afa874e75b7bac665b9bcbf1d8e1324d4f9263c862755101cd79bb087ad45.exe,199726,23117,272,34404,6,1638293320,8226,123768,6442450944,4096,512,6,6,2,241664,1024,0,16,1.8912025299262396,0.0,6.525088313362187,36864.0,0,0,1
d29080809ab1fb959dbab1a1168e9b136aece03c7f91f071f7283aaa445e7eec.exe,216576,23117,264,332,6,1672710627,258,134232,4194304,4096,512,5,5,2,233472,1024,0,16,4.394259201958575,1.678416145095249,6.470570619556826,35925.333333333336,3,68,1
2d33ac8fce0592ef88bdeeee00e840c41a5a8fccc85c67316b74cc06c13ba0c5.exe,222208,23117,272,34404,6,1638293320,8226,123768,140722125275136,4096,512,6,6,2,241664,1024,0,16,4.931435039920337,3.10915098720096,6.525088313362187,36864.0,3,74,1
ea524e8b0dd046561b59a8d4da5a122aeff02036c87bb03056437a1d0f584039.exe,220672,23117,272,34404,6,1620302789,8226,122376,6442450944,4096,512,6,6,2,241664,1024,0,16,4.859602406648784,2.8784766974244147,6.525180669663398,36608.0,3,74,1
c743ba08610d442531bb897a35748ba6fe897e730cea6e29377ba21141901326.exe,168448,23117,128,0,5,1429359368,271,4096,4194304,4096,512,4,4,0,184320,1024,0,16,5.92947543796231,4.681111323947886,6.871719770653277,33484.8,8,124,1
7ca57576c6a2d7dbf49faeafd4804c6b86d9af7fff1390c58a30eb9d9bf2fbfd.exe,195072,23117,256,332,5,1618952039,258,114713,4194304,4096,512,6,6,2,212992,1024,0,16,5.168364168389896,3.39959544364022,6.493779878193297,38809.6,3,66,1
917788f1d9fd2664f18414faec3244a17c7d7ec29296b14b22cf19be90c95df4.exe,763671,23117,232,332,6,1612471783,271,165460,4194304,4096,4096,4,4,2,684032,4096,0,16,2.8920247099012975,0.0,5.716505469925751,103082.66666666667,5,107,1
ef2cd9ded5532af231e0990feaf2df8fd79dc63f7a677192e17b89ef4adb7dd2.exe,200704,23117,256,332,5,1620049718,258,120025,4194304,4096,512,6,6,2,221184,1024,0,16,5.1663040916871426,3.409614140065813,6.502035993882283,39936.0,3,66,1
e75717be1633b5e3602827dc3b5788ff691dd325b0eddd2d0d9ddcee29de364f.exe,72704,23117,200,332,3,3632400331,258,59520,4194304,4096,512,5,5,2,86016,1024,2077207944,16,6.525503176103601,5.364301991756388,7.669008611584625,23893.333333333332,0,0,1
c5ef104253ed4c066104a184ab368630027831b627c043d63170ff8f89c6a2bb.exe,215040,23117,264,332,6,1673035240,258,132717,4194304,4096,512,5,5,2,233472,1024,0,16,4.399191087942354,1.6782868773223039,6.472344624612266,35669.333333333336,3,68,1
837c0f1e9749121e4f8204c2b5546964c10d4e3d85a514458c35cbc021762d5c.exe,206012,23117,16,332,7,1620049718,258,120025,4194304,4096,512,6,6,2,229376,1024,0,16,4.9755179856261815,3.4050335700843455,6.502035993882283,29284.0,5,111,1
39b74b2fb057e8c78a2ba6639cf3d58ae91685e6ac13b57b70d2afb158cf742d.exe,707584,23117,280,34404,7,1661161144,34,290212,5368709120,4096,512,6,6,3,737280,1024,0,16,5.110805467662469,3.314939840048209,6.440130887673375,100937.14285714286,3,147,1
b70e78971fc44f8413447139afe777f19fd1b0d203f2d40f66f41cd6100a1c95.exe,515584,23117,264,332,6,1753316153,258,258164,4194304,4096,512,6,6,2,536576,1024,0,16,4.356397741346391,0.0,6.652191180751406,85760.0,5,139,1
c503289716c5b6c581a99953a90bcc2b93f14353658bd931aa83fd55d02624f1.exe,932974,23117,232,332,6,1613462489,271,199283,4194304,4096,4096,4,4,2,815104,4096,0,16,2.699000632219928,0.0,5.581553166434519,125610.66666666667,2,79,1
74685c3c571f81e1eb2fcbaaca74a9bf792a73b629568ce7571aca5d710f1647.exe,763977,23117,232,332,6,1612471783,271,165460,4194304,4096,4096,4,4,2,684032,4096,0,16,2.8920247099012975,0.0,5.716505469925751,103082.66666666667,5,107,1
899cc5dc068f9a88fff19c92c4538ee8c464496ff6f83398c359dd3dc3926dd1.exe,215552,23117,264,332,6,1674245579,258,132849,4194304,4096,512,5,5,2,233472,1024,0,16,4.397079166339085,1.6841501045991263,6.465261606770519,35754.666666666664,3,68,1
af1408a4d276842bea2ff1528fc1d2b93889a1fc4a91c6594fc27af325120da8.exe,220160,23117,272,34404,6,1618952421,8226,121640,6442450944,4096,512,6,6,2,241664,1024,0,16,4.856381248072272,2.8800004986115684,6.510175275470942,36522.666666666664,3,74,1
d6386b2747335f7b0d13b1f69d995944ad8e9b71e09b036dbc0b907e583d857a.exe,72704,23117,200,332,3,3632400331,258,59520,4194304,4096,512,5,5,2,86016,1024,2077207944,16,6.525260618735469,5.364301991756388,7.668280939480232,23893.333333333332,0,0,1
930ec6d08e9d29fa23805ff9784cb0d78b1dc4cc4d58daa0e653dfe478c45d3a.exe,163840,23117,272,34404,6,1638293320,8226,123768,6442450944,4096,512,6,6,2,241664,1024,0,16,1.0883073352382764,0.0,6.529844011429658,36864.0,0,0,1
980cc58338038f70184403a98f1166b17938ebe362f373f4f366be1aaeecc923.exe,235520,23117,264,34404,6,1630676838,8226,132664,6442450944,4096,512,6,6,2,258048,1024,0,16,4.894210692183282,2.8888968099892245,6.5677084479924295,39082.666666666664,3,75,1
b14cde376a8a7a9d7ad34cdfd07108c132ad8be7f60c5c0a0f17b6b63eb28b49.exe,707616,23117,280,34404,7,1661161144,34,290212,5368709120,4096,512,6,6,3,737280,1024,0,16,5.110805467662469,3.314939840048209,6.440130887673375,100937.14285714286,3,147,1
2ee6dfbfb2afd7442c9f2212eb142876698851c3ffb552ee420c0281e35a836e.exe,5126144,23117,200,332,3,3632400331,258,59520,4194304,4096,512,5,5,2,86016,1024,2077207944,16,6.525687636002092,5.364301991756388,7.669561991280099,23893.333333333332,0,0,1
51ecf0ac3ce65c9eee40bd9c6cc788e38a6777ce809b509963d4869b1a80354d.exe,763932,23117,232,332,6,1612471783,271,165460,4194304,4096,4096,4,4,2,684032,4096,0,16,2.8920247099012975,0.0,5.716505469925751,103082.66666666667,5,107,1
702099b63cb2384e11f088d6bc33afbd43a4c91848f393581242a6a17f1b30a0.exe,216576,23117,256,332,5,1610479218,258,136827,4194304,4096,512,6,6,2,233472,1024,0,16,5.205017054980862,3.6222965799420614,6.49119175057236,43110.4,3,67,1
fd7caea00d7f25ea02bb9c447410659c12ca35ebbb67c95c7296e6232a08ce93.exe,215552,23117,264,332,6,1674245579,258,132849,4194304,4096,512,5,5,2,233472,1024,0,16,4.4047123612961965,1.6841501045991263,6.465261606770519,35754.666666666664,3,68,1
bcf49782d7dc8c7010156b31d3d56193d751d0dbfa2abbe7671bcf31f2cb190a.exe,231936,23117,272,332,6,1667944609,258,133819,4194304,4096,512,5,5,2,253952,1024,0,16,4.192200195455387,0.37178247690872557,6.462753220923109,38485.333333333336,3,68,1
977083fc01e2982258eac0a13e56cd697d9f6941f5a365e9d02d544fc3e15000.exe,735232,23117,264,332,6,1671550638,258,61395,4194304,4096,512,5,5,3,786432,1024,0,16,4.924287429222885,3.439884251365308,6.63466295471823,122368.0,9,173,1
2afea8912f1b7afa3a4348ef4e027f7a46f4a2ade824196265ea1ac952e172b3.exe,933019,23117,232,332,6,1613462489,271,199283,4194304,4096,4096,4,4,2,815104,4096,0,16,2.699000632219928,0.0,5.581553166434519,125610.66666666667,2,79,1
583f35d8d15dd19cd1cdcc1e03f6b3e1eaf1fa0df452eb80868d3767292d523b.exe,2228224,23117,128,34404,6,0,546,414912,4194304,4096,512,6,6,3,2605056,1536,0,16,4.227076460100997,0.020393135236084953,6.159442238209153,371114.6666666667,1,40,1
cb97e89541d61de376a4e041b66f80181811dfadb4b4d6c094a42632017604c2.exe,452608,23117,280,332,3,1725829081,258,1226784,4194304,4096,512,5,5,2,1232896,1024,0,16,3.9420041896475646,0.0,7.923949610040156,150528.0,10,13,1
2586026617b117506dfe326f50e45476ce765a74fe48c8650d32980a4dfe5ee9.exe,222208,23117,272,34404,6,1638293320,8226,123768,6442450944,4096,512,6,6,2,241664,1024,0,16,4.868995051479797,2.9064507268219812,6.525088313362187,36864.0,3,74,1
139a8bb2c5537190e747d2f651b423147018fd9a9a21bb36281d4ce1c61727c1.exe,182272,23117,264,332,6,1664098903,258,96842,4194304,4096,512,5,5,2,200704,1024,0,16,4.622122178934296,2.3039827565333395,6.546293071753429,30208.0,3,73,1
b68f76d17c4343e1a3a709c09d37a5e069ce1aec55dcb1861b2af79cc1aef47b.exe,216576,23117,264,332,6,1673038488,258,133835,4194304,4096,512,5,5,2,233472,1024,0,16,4.395165742552339,1.6866161703668963,6.4659469256518065,35925.333333333336,3,68,1
d9243af49f96c8b66715287d0dc26dbd82eab8570d5f20629ddf9e5fe06c051c.exe,219136,23117,264,332,6,1720955479,258,112062,4194304,4096,512,5,5,2,237568,1024,0,16,4.765987905936175,2.344096872486186,6.579880159274131,36352.0,3,75,1
f725792a5ef0512f3c5356d79fb3be5afcbaffaa4af41498342f7d09d703761f.exe,735232,23117,264,332,6,1671565629,258,61395,4194304,4096,512,5,5,3,786432,1024,0,16,4.924049625393177,3.439884251365308,6.634932489062467,122368.0,9,173,1
d826f4cb8240f894e43fea3c84b14fd85be9758d7ad4eafa113ad7d45c30bc26.exe,122880,23117,224,332,5,1591228930,258,21328,16711680,4096,512,6,6,2,122880,1024,0,16,2.3772443955462754,1.1673245560205174,5.810658543843387,23756.8,3,11,1
b800bf6f11170ff68cd552484fa144571069513adad2d75ac7462b126b5f0816.exe,196608,23117,256,332,5,1612359834,258,117129,4194304,4096,512,6,6,2,212992,1024,0,16,5.0747382287054945,2.960209517068096,6.5012025871293,39116.8,3,67,1
eb3f700f8de227faa4c7fe679f5280203b709f5b88a1267f53167864158aca1d.exe,136192,23117,232,332,5,1699688771,258,47628,4194304,4096,512,5,5,2,155648,1024,0,16,4.542204593470318,3.33673080869359,6.547313784547928,27033.6,3,74,1
cf171b1cdce590f64c7d23c7900f7e0f66c42840c626115980df807d754552b5.exe,184832,23117,264,332,6,1650208828,258,101214,4194304,4096,512,5,5,2,204800,1024,0,16,4.521564815156871,2.0841839513230997,6.556483647843742,30634.666666666668,3,73,1
d7573284c29cf5f68bb64860f1be0a696c852678fac36f176fd88f555ed853f2.exe,215040,23117,264,332,6,1671901786,258,132371,4194304,4096,512,5,5,2,233472,1024,0,16,4.395130494252556,1.6731074950639648,6.465719156550248,35669.333333333336,3,68,1
d8158db5cbae0845b9ced65cc4a6581bfe08ba5361b1294b2dfb6ef4c711fd15.exe,104960,23117,256,332,5,1610479311,258,22466,4194304,4096,512,6,6,3,126976,1024,0,16,4.7353728211046775,1.0580429276190124,6.645559328136047,20787.2,6,117,1
e49fd2651d5f3d5ffd999104841edd3e6e6dbd342507df6d2201720bdca65a74.exe,182784,23117,264,332,6,1655233975,258,102312,4194304,4096,512,5,5,2,204800,1024,0,16,5.007709779141924,2.299802204550243,6.555224030836291,30293.333333333332,3,73,1
3e035f2d7d30869ce53171ef5a0f761bfb9c14d94d9fe6da385e20b8d96dc2fb.exe,72704,23117,200,332,3,3632400331,258,59520,4194304,4096,512,5,5,2,86016,1024,2077207944,16,6.525306085589738,5.364301991756388,7.668417340043036,23893.333333333332,0,0,1
8f11bb9536cb885bc57144392bc35e19dbc0f683d57c2c423c87a9d1c6d9d0ae.exe,215040,23117,264,332,6,1674249523,258,132464,4194304,4096,512,5,5,2,233472,1024,0,16,4.397785724545327,1.6766030981482378,6.464819870138943,35669.333333333336,3,68,1
b2d3143d0778a10d5d03bb9e4d2712a980e2a8ec12d47958a8ab4b3192f4bf6a.exe,397680,23117,128,332,5,4294967295,271,58619,4194304,4096,512,4,4,2,446464,4096,415305,16,5.317769054973686,3.9305214519684233,6.6953418812388525,77619.2,4,54,1
746ac121ae024e51aa3129699cae278990cf392a661b40361d9d15b86635da94.exe,216064,23117,264,332,6,1673549825,258,133325,4194304,4096,512,5,5,2,233472,1024,0,16,4.399289478991407,1.6740130522110106,6.464779340496579,35840.0,3,68,1
ff95e6d148e53e60b113f05bb54557315ec9b8af82adfaa276a21fbc561a9b77.exe,2143744,23117,128,332,6,0,258,419776,4194304,4096,512,6,6,3,2338816,1024,0,16,4.716759428483118,0.020393135236084953,6.644859820088023,357120.0,1,45,1
a2581ec030e1fb08e26ddc61b11445286aaf7271932146e7e1442a49fff734de.exe,208568,23117,16,332,7,1620049718,258,120025,4194304,4096,512,6,6,2,233472,1024,0,16,4.9805956530416555,3.1234178599475886,6.502035993882283,29649.14285714286,5,218,1
3a6e8f5a226edc006e29e38c48eaa721c12e48953abd56dcbc9b241975631247.exe,743584,23117,232,332,6,1612286709,271,154332,4194304,4096,4096,4,4,2,688128,4096,0,16,2.8801908558131952,0.0,5.354225784461423,103765.33333333333,5,107,1
d6c1d2e77ce21d5a026e7abf99c9fffe55d87b282f460dc737da231211a12a0d.exe,2707456,23117,128,332,6,0,770,398368,4194304,4096,512,6,6,3,2904064,1024,0,16,4.770230670495255,0.020393135236084953,6.656395162853042,451072.0,1,39,1
8b80be99079be38e93c1712b95bc012ac3017ff9eb2a052a2f2dbde7210110b1.exe,228352,23117,256,34404,6,1666434372,34,128832,5368709120,4096,512,6,6,2,249856,1024,0,16,4.823365313785822,2.4795254493693895,6.5259626961966335,37888.0,3,70,1
1dea453e5344898c9a66309bd6d1cf6e21c56eb1427c026aac84b14a6b23f7fc.exe,222208,23117,272,34404,6,1638293320,8226,123768,6442450944,4096,512,6,6,2,241664,1024,0,16,4.868654408609027,2.9044068695973593,6.525088313362187,36864.0,3,74,1
de10ae21bb262728c616a707f90aa05088c9d8f2b810fc0f2fb1bddcf9aba938.exe,206908,23117,16,332,7,1620049718,258,120025,4194304,4096,512,6,6,2,229376,1024,0,16,4.98042804908605,3.4047117817962818,6.502035993882283,29412.0,5,146,1
7f6421cdf6355edfdcbddadd26bcdfbf984def301df3c6c03d71af8e30bb781f.exe,231936,23117,272,332,6,1666988232,258,134240,4194304,4096,512,5,5,2,253952,1024,0,16,4.192687103755585,0.37178247690872557,6.474406341186907,38485.333333333336,3,68,1
d1506903fdc36b31f8a448f127982b2559e06210bb51579bdfa4fc61871c71d6.exe,209408,23117,128,332,5,1716688456,258,99448,4194304,4096,512,6,6,2,225280,1024,0,16,5.0787985837141045,2.6796621485150527,6.5664831181615995,41676.8,3,73,1
565ff723884f77bf7e744527b0eb736373183ce1cc6c6df0fdee4b2929f685c2.exe,238592,23117,248,332,4,1688121272,258,140276,4194304,4096,512,5,5,2,253952,1024,0,16,5.718727585194128,4.8423262164841345,6.505837840352061,59392.0,3,68,1
306ef92a9e862d187c890fc88b26b395692e93c2f92eaa6430c5de2177d269c2.exe,5948416,23117,128,34404,8,1684238748,34,4924347,5368709120,4096,512,6,6,3,10547200,1024,0,16,1.8282338333341341,0.0,7.911441088355417,743424.0,32,44,1
a79dcac3753c055d7b46b5ffa27b1b4bb55516180966f20a2878698b81638137.exe,220672,23117,272,34404,6,1620049857,8226,122232,6442450944,4096,512,6,6,2,241664,1024,0,16,4.86259676393717,2.8819523219076855,6.525436074680169,36608.0,3,74,1
8cc0af07f6a734190daa831d3636db4d88a5c9e74872ebcfb3aa9b5beea77804.exe,230400,23117,264,34404,7,1648376710,34,131316,5368709120,4096,512,6,6,2,253952,1024,0,16,4.545728820667524,2.440961626429675,6.526909474323045,32768.0,3,70,1
c0a2e1ecf57ee83b649f1d8ff8dd37049865edc8b9a837f3b4ebb5e767229c23.exe,112128,23117,264,332,5,1599133823,258,23566,4194304,4096,512,6,6,3,131072,1024,0,16,5.440143387335645,4.476125823582697,6.628106831660807,22220.8,6,118,1
05bbf1c653825b757ee73b59df45410070a28841819362462162d9547adb3d5a.exe,36864,23117,224,332,3,1591228930,258,128368,4194304,4096,512,6,6,2,135168,4096,0,16,4.023732653563903,0.0,7.710832846331579,11946.666666666666,3,6,1
ea4170be281262d89d924959b4db36ba239395dd5d2dc769fbb7f7238adc67e5.exe,183876,23117,264,332,6,1649977770,258,100187,4194304,4096,512,5,5,2,200704,1024,0,16,4.513765894346091,2.0857204004529803,6.545716756994177,30464.0,3,73,1
ae90567ca1a3f4dfc430ae9d6cfa5139385c418b6b70f01c2dd4931dc76ff97b.exe,763672,23117,232,332,6,1612471783,271,165460,4194304,4096,4096,4,4,2,684032,4096,0,16,2.8920247099012975,0.0,5.716505469925751,103082.66666666667,5,107,1
3bc43c7980c782e88a508e0a94767f5776f3bd79a94b4ce5630b3927af27fde1.exe,743554,23117,232,332,6,1612286709,271,154332,4194304,4096,4096,4,4,2,688128,4096,0,16,2.8801908558131952,0.0,5.354225784461423,103765.33333333333,5,107,1
eae876886f19ba384f55778634a35a1d975414e83f22f6111e3e792f706301fe.exe,103424,23117,224,332,5,1591228930,258,21328,4194304,4096,512,6,6,2,122880,1024,0,16,4.302771512876772,1.3620208482778418,5.885537347855439,20480.0,3,11,1
bc413e02defccc55f1c9925e9cf4fde4a714db1e06c6e021ddbd4b15cf2613d7.exe,220160,23117,272,34404,6,1618952421,8226,121640,6442450944,4096,512,6,6,2,241664,1024,0,16,4.8575971033371115,2.887295630200605,6.510175275470942,36522.666666666664,3,74,1
e22ff5594ab357da993651bf7decf035400d42bf37cca943495e1ac9bd7721c4.exe,186368,23117,264,332,6,1649986938,258,102779,4194304,4096,512,5,5,2,204800,1024,0,16,4.516163990626857,2.0847859323763216,6.552788148612957,30890.666666666668,3,73,1
fbe45ed19fa942cc5e767acc0ef638447c4aa4b52d4900627a0a0ae71d543bee.exe,215040,23117,264,332,6,1673553167,258,132676,4194304,4096,512,5,5,2,233472,1024,0,16,4.397474459715865,1.6728221683249405,6.467618324058568,35669.333333333336,3,68,1
d21c71a090cd6759efc1f258b4d087e82c281ce65a9d76f20a24857901e694fc.exe,330240,23117,224,332,4,1574271700,259,8576,4194304,4096,512,5,5,2,397312,1024,342371,16,5.994480919025719,4.77100744732573,7.290725692585764,82304.0,2,139,1
b39fcf37d9019cc92127ee82c03df5e37aa8238cd76cc6eca2e3d1e7e977fc26.exe,71955,23117,200,332,3,3632400331,258,59520,4194304,4096,512,5,5,2,86016,1024,2077207944,16,6.658671851627095,5.764399289868463,7.668417340043036,23893.333333333332,0,0,1
a4337294dc51518284641982a28df585ede9b5f0e3f86be3c2c6bb5ad766a50f.exe,231936,23117,272,332,6,1667244615,258,133904,4194304,4096,512,5,5,2,253952,1024,0,16,4.193030057483024,0.37178247690872557,6.464559907489338,38485.333333333336,3,68,1
f6dfa1e569f6c7da647224cf0553694462c5717c4793fb21f8e1d7476f5f708d.exe,2228224,23117,128,34404,6,0,546,414912,4194304,4096,512,6,6,3,2605056,1536,0,16,4.227012493193349,0.020393135236084953,6.159452297099842,371114.6666666667,1,40,1
1814a6a6749684cdacd792374e0ba31b7be4ff6f9675f3fd15d543afbb540367.exe,23040,23117,184,34404,3,1621583116,34,4096,5368709120,4096,512,6,6,2,36864,1024,0,16,2.630760409141712,0.07763316234324169,7.626591158994565,7338.666666666667,0,0,1
91abe280381d0faf55b521f51d16d8aa022f0cc14b1310334d4fffc3474459d4.exe,1815552,23117,128,332,3,1698289541,270,1820734,4194304,8192,512,4,4,2,1843200,512,0,16,4.082881579137821,0.10191042566270775,7.642145427916316,605013.3333333334,1,1,1
518544e56e8ccee401ffa1b0a01a10ce23e49ec21ec441c6c7c3951b01c1b19c.exe,287744,23117,224,332,4,1655968014,258,33004,4194304,4096,512,5,5,2,5419008,1024,304407,16,3.771528648309885,1.1763250960933127,7.5061578376858105,71680.0,5,117,1
356799503f195db260e08a81d42a431b4ebd47cef94eddc96f24a0fd3e49d716.exe,645120,23117,128,332,3,1694070357,270,650350,4194304,8192,512,4,4,2,671744,512,0,16,3.6128855823097585,0.10191042566270775,6.990107673724226,214869.33333333334,1,1,1
5a96b929383817aa298eec8cca019bcd984fcd71dd8ee353541392c1082756a4.exe,58880,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,105854,16,6.3203989521281745,5.277831241634674,7.826674135558095,11571.2,9,111,1
8575dcf7c67612b4d1fc1315bb19318f06bb5abdc6341890e251eb303e386db7.exe,57344,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,100924,16,6.324537045426157,5.277831241634674,7.847310861225537,11264.0,9,111,1
4e339ff3265d346252f688e0c625fcb2425a056905302e7ffaf2e96959fc861e.exe,53571,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,121040,16,6.321098820626451,5.277831241634674,7.852514379411034,11264.0,9,111,1
9f40b69060a52731107baec84a0c0f8a1bfc1a62e8471b9cd69509aade9cb7f1.exe,302080,23117,128,332,3,1695006326,258,307694,4194304,8192,512,4,4,2,327680,512,0,16,3.982574435426218,0.10191042566270775,7.9244764561156105,100522.66666666667,1,1,1
c8d9a9758516d5a8936bd3bc01a9997fb677ed1dc54081caa985883935ff092b.exe,57344,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,117489,16,6.312371417092131,5.277831241634674,7.783960531798734,11264.0,9,111,1
33c861023479ddcaea82f2daee9d0394f304d0c33ba210f4c3c53a93cf9a474c.exe,311808,23117,128,332,3,1694185557,270,317278,4194304,8192,512,4,4,2,335872,512,0,16,3.9036738367196304,0.10191042566270775,7.860543122739721,103765.33333333333,1,1,1
0b997e8b0d0ff6cc4e6f1919c6c0f3080eaa0d08c8fccdf50f7648bf05cca446.exe,59392,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,81920,1024,110232,16,6.325280140423478,5.277831241634674,7.8897878806689254,11673.6,9,111,1
f146915a0298daff26ffe85a42b9a9ef68e7a148e3dbe3bc43abb283d96facbd.exe,56832,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,62013,16,6.312308415105319,5.277831241634674,7.822991639295433,11161.6,9,111,1
c70ced34e4c01df4344e9ee4b2a42190f25ed6ac7543ee9c9579cb0ca8658256.exe,57856,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,72622,16,6.313340222622111,5.277831241634674,7.787904462923389,11264.0,9,111,1
9b4074d8514fd54871f04a8cb7b5341ed22652419a35798c5a388de101894031.exe,48838,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,121040,16,6.285512495118707,5.277831241634674,7.674582751872313,11264.0,9,111,1
68dd91e49256ee61ca05a5309db255e9ffe23e8df680ace95d48346e2a39c260.exe,43008,23117,200,332,4,1668878904,259,21376,4194304,4096,512,4,4,2,126976,1024,0,16,4.850654166352994,0.0,7.975174134547945,10496.0,7,98,1
1e3d1dce864ea7544e10a2758f11fafacd39a0cfc7022e3493d6a25dbaffb6c3.exe,99328,23117,256,332,8,708992537,33166,32996,4194304,4096,512,4,4,2,110592,1024,0,16,2.7229984731878623,0.0,6.5116721748921,5056.0,10,85,1
fa620f37539b2c7e53d4c06de1b680d0eab5c3a5280b89d1700e014bfd320519.exe,266752,23117,128,332,3,1696244743,258,272350,4194304,8192,512,4,4,2,294912,512,0,16,4.005827436804506,0.10191042566270775,7.996348163699589,88746.66666666667,1,1,1
fa7ed15708d988e7f69b5628db9481816052efea29e93f1bd274a1d76006aee6.exe,1048064,23117,128,332,3,1696403148,270,1053326,4194304,8192,512,4,4,2,1073152,512,0,16,3.470534285685766,0.09800417566270775,6.399904376650596,349184.0,1,1,1
6e9c9b72d1bdb993184c7aa05d961e706a57b3becf151ca4f883a80a07fdd955.exe,1126912,23117,128,332,5,1597607068,271,48531,4194304,4096,512,4,4,2,1138688,1024,0,16,2.8756532593409263,0.0,5.599018643523046,225177.6,9,262,1
45de59851d68929632346d6f894dc8c1b6a5c4197db83c2e33c60631efc0b39f.exe,68096,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,90112,1024,121268,16,6.339788527658834,5.277831241634674,7.921013121783366,13414.4,9,111,1
97a4d094f86b757b3fb0e189f2843a7af8d0ec43f9805214e89992528e83b5d7.exe,276992,23117,128,332,3,1697007924,270,282318,4194304,8192,512,4,4,2,303104,512,0,16,4.1154583360753865,0.10191042566270775,7.7488469927870485,92160.0,1,1,1
161c471b0aaaf0d7c1f0267ebb837e10fb8c5edfe09b0d00bf2472820f413713.exe,56832,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,75911,16,6.3012388664872265,5.277831241634674,7.765969995498306,11161.6,9,111,1
1ca85c7d735a4bdc8900acd52f4ec46bf0d0f13908907657175bbf92d82e28ce.exe,56832,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,90780,16,6.332110593322707,5.277831241634674,7.887226395048714,11161.6,9,111,1
c6960bb3329175489959ec95de0a83a3bd5f206f8cd7f46633e34a0227973d0e.exe,58368,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,66890,16,6.31893712028563,5.277831241634674,7.8129957875018645,11468.8,9,111,1
c0539fd02ca0184925a932a9e926c681dc9c81b5de4624250f2dd885ca5c4763.exe,702976,23117,128,332,3,1696547153,270,708590,4194304,8192,512,4,4,2,729088,512,0,16,3.61497835853878,0.10191042566270775,6.9892145211849135,234154.66666666666,1,1,1
d8acb51e4c3c0fe91ff0ffff41e6b6c311affcea223b05b24383aa07d6923334.exe,56832,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,71517,16,6.333043952406458,5.277831241634674,7.8819164035297264,11161.6,9,111,1
00723db8c6513a9b8a79b8b8cc7d9da9f23a8a5454149ed12768937ca15d1a47.exe,57344,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,115343,16,6.325358106546664,5.277831241634674,7.852755939985243,11264.0,9,111,1
d4cb20dba15d88c38c35be69fe04538b4f9bb0a12edb51ff23c0171b584edf08.exe,616960,23117,128,332,3,1694775922,258,622414,4194304,8192,512,4,4,2,638976,512,0,16,3.7214284623609823,0.10191042566270775,7.1399905939026915,205482.66666666666,1,1,1
408d62cbf4789d9533230eff49b8b45c11b01fd8c8d6d65ec339725d7521a48c.exe,168960,23117,240,332,4,1660797270,258,17865,4194304,4096,512,5,5,2,630784,1024,230864,16,4.183075278177898,1.896097288305337,7.666839026507456,41984.0,3,108,1
